"State (x, y, carrying)",North,South,East,West,Pickup,Dropoff
"(1, 1, False)",-0.9999999998257485,0.0,0.0,-0.9861587127989999,0.0,10.81509
"(1, 2, False)",-1.3456662400080037,-1.0702555490574224,0.0,-1.0693452666921168,0.0,0.0
"(1, 3, False)",-1.4084253250243353,-1.0001943941851998,0.0,-1.0005860189653868,0.0,9.746636068678125
"(1, 4, False)",-1.1911615093327506,-1.222455344277832,0.0,-1.1918632523225612,0.0,0.0
"(1, 5, False)",0.0,-0.9999999999988182,0.0,-0.9999997816185623,0.0,0.0
"(2, 1, False)",-1.001276421207262,0.0,-1.0222710677419657,-0.3,0.0,0.0
"(2, 2, False)",-1.7192501021193702,-1.5999649262037308,-1.6096380220701425,-1.112589375,0.0,0.0
"(2, 3, False)",-1.9986362425807682,-1.9975345007198433,-1.9988533310884613,-1.9984439157445408,0.0,0.0
"(2, 4, False)",-1.9838802265562665,-1.9857168808266912,-1.9871343514579873,-1.968231315543853,0.0,0.0
"(2, 5, False)",0.0,-1.1204127424494785,-1.0642671446333323,-1.0645844083767977,0.0,0.0
"(3, 1, False)",-0.88991415,0.0,-0.913851,-0.51,0.0,0.0
"(3, 2, False)",-1.4860829154625805,-1.3231832401195736,-1.6356034251536826,-1.6082182277649264,0.0,0.0
"(3, 3, False)",-1.867867339361861,-1.8828607806919706,-1.864563905121328,-1.7728199114120957,0.0,0.0
"(3, 4, False)",-1.8740561927524153,-1.7479867241499774,-1.876488384766515,-1.8758847158275505,0.0,0.0
"(3, 5, False)",0.0,-1.30011494480096,-1.101509767059896,-1.2382401316772702,0.0,0.0
"(4, 1, False)",-0.51,0.0,-1.003498845,0.0,0.0,0.0
"(4, 2, False)",-1.0071405,-0.9729177149999999,-1.12743267,-0.7717499999999999,0.0,0.0
"(4, 3, False)",-1.4357655831007958,-0.3,-1.1680664303811497,-1.3583244457076304,0.0,0.0
"(4, 4, False)",-1.9965805981872256,-1.996463619893247,-1.9925679788984274,-1.9962624944044016,0.0,0.0
"(4, 5, False)",0.0,-1.0311079117557067,-1.1495025700661412,-1.0952117809239,0.0,0.0
"(5, 1, False)",-0.3,0.0,-0.7599,0.0,0.0,0.0
"(5, 2, False)",-0.94235199,0.0,0.0,0.0,0.0,0.0
"(5, 3, False)",-1.03267178451687,-0.7599,-0.902339325,0.0,0.0,0.0
"(5, 4, False)",-1.0225723204454005,-0.8427344999999999,-1.0031291694510465,0.0,0.0,10.78359
"(5, 5, False)",0.0,-0.9999999743076422,-0.9999981437884079,0.0,0.0,0.0
