"State (x, y, carrying)",North,South,East,West,Pickup,Dropoff
"(1, 1, False)",-0.9999999999999984,0.0,0.0,-0.9999999999994207,0.0,12.999995944344729
"(1, 2, False)",-1.0741576003170394,-1.0000141634172062,0.0,-0.9999999999402316,0.0,0.0
"(1, 3, False)",-1.0020586604958854,-1.0002551868152885,0.0,-0.9999999999965541,0.0,12.974559748215349
"(1, 4, False)",-1.0374277838495463,-1.0000654963459465,0.0,-0.9999999999402316,0.0,0.0
"(1, 5, False)",0.0,-0.999999999999952,0.0,-0.9999999996443845,0.0,0.0
"(2, 1, False)",-0.9999999999707134,0.0,-1.0000302806395174,-1.0007121342482899,0.0,0.0
"(2, 2, False)",-1.9990254397895098,-1.999143998578826,-1.9989516218002485,-1.9986807114912128,0.0,0.0
"(2, 3, False)",-1.9996860184277228,-1.9995986553808307,-1.999598281411838,-1.99967684418221,0.0,0.0
"(2, 4, False)",-1.9995470097419488,-1.9996205419578594,-1.99962321800416,-1.9994464090211697,0.0,0.0
"(2, 5, False)",0.0,-0.9999999999402316,-1.249171952279481,-1.0579284457312519,0.0,0.0
"(3, 1, False)",-0.9999999989632204,0.0,-1.0000423076311828,-1.073570754595954,0.0,0.0
"(3, 2, False)",-1.9904080328958815,-1.9919279167721748,-1.9918787739512984,-1.9909399222092095,0.0,0.0
"(3, 3, False)",-1.9964045703770887,-1.9968527553703632,-1.9947691649496013,-1.997000275238383,0.0,0.0
"(3, 4, False)",-1.9993274932302345,-1.9991872154175088,-1.9994187219406205,-1.999392379504148,0.0,0.0
"(3, 5, False)",0.0,-0.9999999998780238,-1.13193355373524,-1.1695013348227832,0.0,0.0
"(4, 1, False)",-0.9999990904563196,0.0,-1.0858486248995092,-0.9997579893304189,0.0,0.0
"(4, 2, False)",-1.2133655274446344,-1.794955102729216,-1.6176957872794964,-1.903370003345862,0.0,0.0
"(4, 3, False)",-1.9945318435633315,-1.9918076157055191,-1.9909473031354867,-1.9950175253691071,0.0,0.0
"(4, 4, False)",-1.9986049914999626,-1.9990177386250494,-1.999065117625757,-1.999037198346696,0.0,0.0
"(4, 5, False)",0.0,-0.9999999998257483,-1.1924592933446319,-1.0520553141716276,0.0,0.0
"(5, 1, False)",-0.9999987006518853,0.0,-0.9999889557232573,0.0,0.0,0.0
"(5, 2, False)",-1.0003880427297789,-1.1358447664425,-0.9999889557232573,0.0,0.0,0.0
"(5, 3, False)",-1.0912284713865543,-1.0099806045469064,-0.9999999999975877,0.0,0.0,0.0
"(5, 4, False)",-1.0435735181030181,-1.202838269305017,-0.999999999999716,0.0,0.0,12.999983699342538
"(5, 5, False)",0.0,-0.9999999999999996,-0.9999999999998608,0.0,0.0,0.0
