"State (x, y, carrying)",North,South,East,West,Pickup,Dropoff
"(1, 1, False)",-0.9999999999999996,0.0,0.0,-0.9999999999979283,0.0,12.3457303125
"(1, 2, False)",-1.0413648422184543,-1.1895082780940698,0.0,-1.0012348139747835,0.0,0.0
"(1, 3, False)",-1.0225202221302898,-1.0000000568677234,0.0,-1.0019131120630573,0.0,12.458057730473673
"(1, 4, False)",-1.2670143713480706,-1.011425526461777,0.0,-1.2855015983089513,0.0,0.0
"(1, 5, False)",0.0,-0.9999999999999999,0.0,-0.9999999991821115,0.0,0.0
"(2, 1, False)",-1.0096161231109568,0.0,-1.1548214730676751,-1.4282704987496806,0.0,0.0
"(2, 2, False)",-1.9996638014373134,-1.999618524565944,-1.9996633732966111,-1.9993267528748966,0.0,0.0
"(2, 3, False)",-1.9999800284975333,-1.999989902072148,-1.9999922657871356,-1.99999099731242,0.0,0.0
"(2, 4, False)",-1.999799798871785,-1.9997834836364838,-1.9997269119561953,-1.999453823762125,0.0,0.0
"(2, 5, False)",0.0,-1.0000036268793824,-1.124573574947877,-1.0898313327495013,0.0,0.0
"(3, 1, False)",-1.0000002966584218,0.0,-1.0205888059316173,-1.0706091616462814,0.0,0.0
"(3, 2, False)",-1.9809997436629496,-1.9905033954976676,-1.9902309437241288,-1.9864487019156856,0.0,0.0
"(3, 3, False)",-1.7851504601002754,-1.8707630900588144,-1.8379345338222148,-1.7397183113278198,0.0,0.0
"(3, 4, False)",-1.9399548025706053,-1.8799103440223017,-1.935897176279082,-1.9258016657403272,0.0,0.0
"(3, 5, False)",0.0,-1.1653153418718099,-1.0733497139490953,-1.346838928769923,0.0,0.0
"(4, 1, False)",-1.000194666074784,0.0,-1.0000000054956661,0.0,0.0,0.0
"(4, 2, False)",-1.1540826562500002,-1.1835422632637496,-1.3993748679946894,-0.45,0.0,0.0
"(4, 3, False)",-1.4879567218480576,-0.973099945830473,-1.218868463907972,-1.487109385216372,0.0,0.0
"(4, 4, False)",-1.9978750898829922,-1.9978006829217054,-1.9957802525359678,-1.9979735136002132,0.0,0.0
"(4, 5, False)",0.0,-1.0424791977270642,-1.104427906060372,-1.0122889261221006,0.0,0.0
"(5, 1, False)",0.0,0.0,-0.9496715625,0.0,0.0,0.0
"(5, 2, False)",-0.8336250000000001,0.0,0.0,0.0,0.0,0.0
"(5, 3, False)",-1.1237520630661884,-0.6975,-1.0647353670409618,0.0,0.0,0.0
"(5, 4, False)",-1.1326583202442189,-0.9589365703125,-1.2549391430697914,0.0,0.0,12.541306359375
"(5, 5, False)",0.0,-0.9999999837489778,-0.9999964712858466,0.0,0.0,0.0
