"State (x, y, carrying)",North,South,East,West,Pickup,Dropoff
"(1, 1, False)",-0.9999999999999948,0.0,0.0,-0.9999989325639685,0.0,9.0675
"(1, 2, False)",-1.1264484328252036,-1.0020712631607844,0.0,-1.2534563896006836,0.0,0.0
"(1, 3, False)",-1.2310605639200136,-1.000817694857821,0.0,-1.000011845794918,0.0,12.319619835937502
"(1, 4, False)",-1.0040492082637975,-1.1604769324592903,0.0,-1.0436607443490376,0.0,0.0
"(1, 5, False)",0.0,-0.9999999999999999,0.0,-0.9999999999999905,0.0,0.0
"(2, 1, False)",-1.038106715680118,0.0,-1.2255881813603986,-1.005418972650266,0.0,0.0
"(2, 2, False)",-1.9941756990402373,-1.9944772375013802,-1.994718493036604,-1.9885398493319142,0.0,0.0
"(2, 3, False)",-1.9975034961728202,-1.9947957875059992,-1.9974603595184026,-1.9981885999411644,0.0,0.0
"(2, 4, False)",-1.9978661850887829,-1.998094170376528,-1.998339651895353,-1.9963714721638568,0.0,0.0
"(2, 5, False)",0.0,-1.0000611064973404,-1.000000810070015,-1.3488542327312623,0.0,0.0
"(3, 1, False)",-1.1240839883955136,0.0,-1.001924440644166,-0.90849375,0.0,0.0
"(3, 2, False)",-1.7733987768684294,-1.8876588140079333,-1.8857571779137812,-1.8629043051595362,0.0,0.0
"(3, 3, False)",-1.9291924729975727,-1.8436030352545394,-1.8796152452812545,-1.8670358926110096,0.0,0.0
"(3, 4, False)",-1.9944343039321535,-1.98749256531185,-1.9941082415327354,-1.9950413361002068,0.0,0.0
"(3, 5, False)",0.0,-1.040884459202967,-1.0220995040346226,-1.0388598081470275,0.0,0.0
"(4, 1, False)",-0.8336250000000001,0.0,-0.972319359375,0.0,0.0,0.0
"(4, 2, False)",-1.2084854765625,-0.9496715625,-1.000004799660383,-0.45,0.0,0.0
"(4, 3, False)",-1.4031634226487573,-0.7987500000000001,-1.5400821535843892,-1.4004671355887122,0.0,0.0
"(4, 4, False)",-1.999828017559642,-1.9996560350055266,-1.9998410024996698,-1.99980221880559,0.0,0.0
"(4, 5, False)",0.0,-1.0000948953712736,-1.0017084843135262,-1.0003115940006377,0.0,0.0
"(5, 1, False)",-0.8336250000000001,0.0,0.0,0.0,0.0,0.0
"(5, 2, False)",-0.90849375,0.0,-0.9460511015625,0.0,0.0,0.0
"(5, 3, False)",-1.051684375966068,-0.8336250000000001,-1.0081568721261451,0.0,0.0,0.0
"(5, 4, False)",-1.0021425668321133,-1.0379671875,-1.0022906423003677,0.0,0.0,12.1660115625
"(5, 5, False)",0.0,-0.9999999837489778,-0.99999999851293,0.0,0.0,0.0
